>>> Starting benchmark: scala-kmeans
>>> GC: ZGC
>>> Duration: 600s
>>> Base dir: ZGC-java21-2026-04-25
>>> Output dir: ZGC-java21-2026-04-25/scala-kmeans
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Minor Pauses.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Cycles.
[jmx-memory plugin] WARNING: Unknown garbage collector ZGC Major Pauses.
[jmx-memory plugin] WARNING: MXBean for young generation not found, using mock.
====== scala-kmeans (scala) [default], iteration 687 started ======
====== scala-kmeans (scala) [default], iteration 687 completed (238.072 ms) ======
====== scala-kmeans (scala) [default], iteration 688 started ======
====== scala-kmeans (scala) [default], iteration 688 completed (237.589 ms) ======
====== scala-kmeans (scala) [default], iteration 689 started ======
====== scala-kmeans (scala) [default], iteration 689 completed (238.316 ms) ======
====== scala-kmeans (scala) [default], iteration 690 started ======
====== scala-kmeans (scala) [default], iteration 690 completed (237.347 ms) ======
====== scala-kmeans (scala) [default], iteration 691 started ======
====== scala-kmeans (scala) [default], iteration 691 completed (242.106 ms) ======
====== scala-kmeans (scala) [default], iteration 692 started ======
====== scala-kmeans (scala) [default], iteration 692 completed (237.207 ms) ======
====== scala-kmeans (scala) [default], iteration 693 started ======
====== scala-kmeans (scala) [default], iteration 693 completed (237.007 ms) ======
====== scala-kmeans (scala) [default], iteration 694 started ======
====== scala-kmeans (scala) [default], iteration 694 completed (237.632 ms) ======
====== scala-kmeans (scala) [default], iteration 695 started ======
====== scala-kmeans (scala) [default], iteration 695 completed (237.512 ms) ======
====== scala-kmeans (scala) [default], iteration 696 started ======
====== scala-kmeans (scala) [default], iteration 696 completed (237.497 ms) ======
====== scala-kmeans (scala) [default], iteration 697 started ======
====== scala-kmeans (scala) [default], iteration 697 completed (235.769 ms) ======
====== scala-kmeans (scala) [default], iteration 698 started ======
====== scala-kmeans (scala) [default], iteration 698 completed (236.187 ms) ======
====== scala-kmeans (scala) [default], iteration 699 started ======
====== scala-kmeans (scala) [default], iteration 699 completed (235.691 ms) ======
====== scala-kmeans (scala) [default], iteration 700 started ======
====== scala-kmeans (scala) [default], iteration 700 completed (236.307 ms) ======
====== scala-kmeans (scala) [default], iteration 701 started ======
====== scala-kmeans (scala) [default], iteration 701 completed (233.988 ms) ======
====== scala-kmeans (scala) [default], iteration 702 started ======
====== scala-kmeans (scala) [default], iteration 702 completed (235.594 ms) ======
====== scala-kmeans (scala) [default], iteration 703 started ======
====== scala-kmeans (scala) [default], iteration 703 completed (235.930 ms) ======
====== scala-kmeans (scala) [default], iteration 704 started ======
====== scala-kmeans (scala) [default], iteration 704 completed (238.363 ms) ======
====== scala-kmeans (scala) [default], iteration 705 started ======
====== scala-kmeans (scala) [default], iteration 705 completed (238.228 ms) ======
====== scala-kmeans (scala) [default], iteration 706 started ======
====== scala-kmeans (scala) [default], iteration 706 completed (237.585 ms) ======
====== scala-kmeans (scala) [default], iteration 707 started ======
====== scala-kmeans (scala) [default], iteration 707 completed (237.827 ms) ======
====== scala-kmeans (scala) [default], iteration 708 started ======
====== scala-kmeans (scala) [default], iteration 708 completed (237.457 ms) ======
====== scala-kmeans (scala) [default], iteration 709 started ======
====== scala-kmeans (scala) [default], iteration 709 completed (237.649 ms) ======
====== scala-kmeans (scala) [default], iteration 710 started ======
====== scala-kmeans (scala) [default], iteration 710 completed (238.117 ms) ======
====== scala-kmeans (scala) [default], iteration 711 started ======
====== scala-kmeans (scala) [default], iteration 711 completed (237.781 ms) ======
====== scala-kmeans (scala) [default], iteration 712 started ======
====== scala-kmeans (scala) [default], iteration 712 completed (237.065 ms) ======
====== scala-kmeans (scala) [default], iteration 713 started ======
====== scala-kmeans (scala) [default], iteration 713 completed (237.616 ms) ======
====== scala-kmeans (scala) [default], iteration 714 started ======
====== scala-kmeans (scala) [default], iteration 714 completed (238.264 ms) ======
====== scala-kmeans (scala) [default], iteration 715 started ======
====== scala-kmeans (scala) [default], iteration 715 completed (237.843 ms) ======
====== scala-kmeans (scala) [default], iteration 716 started ======
====== scala-kmeans (scala) [default], iteration 716 completed (238.734 ms) ======
====== scala-kmeans (scala) [default], iteration 717 started ======
====== scala-kmeans (scala) [default], iteration 717 completed (284.541 ms) ======
====== scala-kmeans (scala) [default], iteration 718 started ======
====== scala-kmeans (scala) [default], iteration 718 completed (243.327 ms) ======
====== scala-kmeans (scala) [default], iteration 719 started ======
====== scala-kmeans (scala) [default], iteration 719 completed (238.044 ms) ======
====== scala-kmeans (scala) [default], iteration 720 started ======
====== scala-kmeans (scala) [default], iteration 720 completed (237.849 ms) ======
====== scala-kmeans (scala) [default], iteration 721 started ======
====== scala-kmeans (scala) [default], iteration 721 completed (238.704 ms) ======
====== scala-kmeans (scala) [default], iteration 722 started ======
====== scala-kmeans (scala) [default], iteration 722 completed (238.739 ms) ======
====== scala-kmeans (scala) [default], iteration 723 started ======
====== scala-kmeans (scala) [default], iteration 723 completed (237.816 ms) ======
====== scala-kmeans (scala) [default], iteration 724 started ======
====== scala-kmeans (scala) [default], iteration 724 completed (236.398 ms) ======
====== scala-kmeans (scala) [default], iteration 725 started ======
====== scala-kmeans (scala) [default], iteration 725 completed (237.669 ms) ======
====== scala-kmeans (scala) [default], iteration 726 started ======
====== scala-kmeans (scala) [default], iteration 726 completed (237.620 ms) ======
====== scala-kmeans (scala) [default], iteration 727 started ======
====== scala-kmeans (scala) [default], iteration 727 completed (238.361 ms) ======
====== scala-kmeans (scala) [default], iteration 728 started ======
====== scala-kmeans (scala) [default], iteration 728 completed (239.525 ms) ======
====== scala-kmeans (scala) [default], iteration 729 started ======
====== scala-kmeans (scala) [default], iteration 729 completed (238.077 ms) ======
====== scala-kmeans (scala) [default], iteration 730 started ======
====== scala-kmeans (scala) [default], iteration 730 completed (237.794 ms) ======
====== scala-kmeans (scala) [default], iteration 731 started ======
====== scala-kmeans (scala) [default], iteration 731 completed (239.241 ms) ======
====== scala-kmeans (scala) [default], iteration 732 started ======
====== scala-kmeans (scala) [default], iteration 732 completed (238.714 ms) ======
====== scala-kmeans (scala) [default], iteration 733 started ======
====== scala-kmeans (scala) [default], iteration 733 completed (238.744 ms) ======
====== scala-kmeans (scala) [default], iteration 734 started ======
====== scala-kmeans (scala) [default], iteration 734 completed (238.795 ms) ======
====== scala-kmeans (scala) [default], iteration 735 started ======
====== scala-kmeans (scala) [default], iteration 735 completed (238.118 ms) ======
====== scala-kmeans (scala) [default], iteration 736 started ======
====== scala-kmeans (scala) [default], iteration 736 completed (238.238 ms) ======
====== scala-kmeans (scala) [default], iteration 737 started ======
====== scala-kmeans (scala) [default], iteration 737 completed (237.610 ms) ======
====== scala-kmeans (scala) [default], iteration 738 started ======
====== scala-kmeans (scala) [default], iteration 738 completed (236.764 ms) ======
====== scala-kmeans (scala) [default], iteration 739 started ======
====== scala-kmeans (scala) [default], iteration 739 completed (238.260 ms) ======
====== scala-kmeans (scala) [default], iteration 740 started ======
====== scala-kmeans (scala) [default], iteration 740 completed (237.878 ms) ======
====== scala-kmeans (scala) [default], iteration 741 started ======
====== scala-kmeans (scala) [default], iteration 741 completed (237.513 ms) ======
====== scala-kmeans (scala) [default], iteration 742 started ======
====== scala-kmeans (scala) [default], iteration 742 completed (238.030 ms) ======
====== scala-kmeans (scala) [default], iteration 743 started ======
====== scala-kmeans (scala) [default], iteration 743 completed (239.321 ms) ======
====== scala-kmeans (scala) [default], iteration 744 started ======
====== scala-kmeans (scala) [default], iteration 744 completed (237.822 ms) ======
====== scala-kmeans (scala) [default], iteration 745 started ======
====== scala-kmeans (scala) [default], iteration 745 completed (236.918 ms) ======
====== scala-kmeans (scala) [default], iteration 746 started ======
====== scala-kmeans (scala) [default], iteration 746 completed (237.650 ms) ======
====== scala-kmeans (scala) [default], iteration 747 started ======
====== scala-kmeans (scala) [default], iteration 747 completed (237.933 ms) ======
====== scala-kmeans (scala) [default], iteration 748 started ======
====== scala-kmeans (scala) [default], iteration 748 completed (238.032 ms) ======
====== scala-kmeans (scala) [default], iteration 749 started ======
====== scala-kmeans (scala) [default], iteration 749 completed (238.943 ms) ======
====== scala-kmeans (scala) [default], iteration 750 started ======
====== scala-kmeans (scala) [default], iteration 750 completed (236.970 ms) ======
====== scala-kmeans (scala) [default], iteration 751 started ======
====== scala-kmeans (scala) [default], iteration 751 completed (236.508 ms) ======
====== scala-kmeans (scala) [default], iteration 752 started ======
====== scala-kmeans (scala) [default], iteration 752 completed (236.996 ms) ======
====== scala-kmeans (scala) [default], iteration 753 started ======
====== scala-kmeans (scala) [default], iteration 753 completed (237.018 ms) ======
====== scala-kmeans (scala) [default], iteration 754 started ======
====== scala-kmeans (scala) [default], iteration 754 completed (237.825 ms) ======
====== scala-kmeans (scala) [default], iteration 755 started ======
====== scala-kmeans (scala) [default], iteration 755 completed (237.059 ms) ======
====== scala-kmeans (scala) [default], iteration 756 started ======
====== scala-kmeans (scala) [default], iteration 756 completed (238.628 ms) ======
====== scala-kmeans (scala) [default], iteration 757 started ======
====== scala-kmeans (scala) [default], iteration 757 completed (237.304 ms) ======
====== scala-kmeans (scala) [default], iteration 758 started ======
====== scala-kmeans (scala) [default], iteration 758 completed (235.781 ms) ======
====== scala-kmeans (scala) [default], iteration 759 started ======
====== scala-kmeans (scala) [default], iteration 759 completed (236.208 ms) ======
====== scala-kmeans (scala) [default], iteration 760 started ======
====== scala-kmeans (scala) [default], iteration 760 completed (237.018 ms) ======
